guid,crc?,<PageAttr>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
32bbfa3d-1df1-4d64-8ab5-4ab140423323,804144828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,470,QD_QN000304_nid103_070_00,"<CAM:37>やあ、愛弟子！
さっき<COLS RED>砦レベル</COL>が上がったことは
覚えているかな？","<CAM:37>Yo, Ace! Remember how the <COLS RED>Stronghold Level</COL>
increased before?","<CAM:37>Yo, l'artiste ! Tu te rappelles quand
le <COLS RED>niveau de la Forteresse</COL> a augmenté
la dernière fois ?","<CAM:37>Ehi, <LSNR {campione} {campionessa}>. Ti ricordi come
il <COLS RED>livello fortezza</COL> aumentava prima?","<CAM:37>Hey, Ass! Weißt du noch, wie die <COLS RED>Festungsstufe</COL>
gestiegen ist?","<CAM:37>¡Eh, hacha! ¿Recuerdas que antes aumentó el
nivel de la <COLS RED>fortaleza</COL>?","<CAM:37>Эй, ас! Помнишь как раньше повышался
<COLS RED>уровень Твердыни</COL>?","<CAM:37>Joł, <LSNR {szefie} {szefowo}>! Pamiętasz,
jak wcześniej wzrósł <COLS RED>poziom Twierdzy</COL>?",,,"<CAM:37>Aí, Craque! Lembra como o <COLS RED>Nível
da Fortaleza</COL> aumentou antes?","<CAM:37>애제자여!
조금 전에 <COLS RED>요새 레벨</COL>이 오른 것을
기억하고 있느냐?","<CAM:37>嗨，愛徒！
剛剛<COLS RED>要塞等級</COL>提升了，你還記得吧？","<CAM:37>嘿，爱徒！
你还记得
刚才<COLS RED>要塞等级</COL>提升了吗？",,,,,,,,"<CAM:37>رائع أيها البارع!
ارتفع مستوى <COL RED>القلعة</COL> !",,,,,,,,,,,
4a709fa3-825f-4ef7-8089-7e831c1ada37,560597882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_070_01,"砦レベルが上がると、
ここにある<COLS RED>撃龍槍</COL>のような
強力な狩猟設備が使えるようになるんだ！","As the Stronghold levels up, you'll be able
to use more powerful Installations like
the <COLS RED>Dragonator</COL>!","Plus le niveau de la Forteresse augmente,
plus tu pourras utiliser des machines
puissantes, comme le <COLS RED>Dragonator</COL> !","Man mano che il livello della fortezza
sale, potrai usare strumenti più forti
come l'<COLS RED>ammazzadraghi</COL>.","Je weiter die Festungsstufe steigt, desto
mächtigere Anlagen stehen dir zur Verfügung,
wie zum Beispiel der <COLS RED>Drachenspeer</COL>.","Pues a medida que vaya aumentando niveles,
irás consiguiendo nuevas instalaciones muy
potentes, como el <COLS RED>matadragones</COL>.","Чем выше уровень Твердыни, тем более
мощные установки можно использовать —
например, <COLS RED>Драконатор</COL>!","Wraz ze wzrostem poziomu Twierdzy
będziesz <LSNR {mógł} {mogła}> używać potężniejszych
machin, jak <COLS RED>smokonator</COL>!",,,"Conforme a Fortaleza sobe de nível,
você pode usar Instalações mais
poderosas como a <COLS RED>Draconadora</COL>!","요새 레벨이 오르면
여기 있는 <COLS RED>격룡창</COL>처럼 강력한
사냥 설비를 사용할 수 있게 된단다!","在要塞等級提升後，
就能使用像這個<COLS RED>擊龍槍</COL>
一樣的強力狩獵設備！","要塞等级提升后，
就可以使用这里的<COLS RED>击龙枪</COL>
之类的强力狩猎设备了！",,,,,,,,"مع ارتفاع مستوى القلعة، ستتمكّن
من استخدام تجهيزات أكثر قوة مثل
<COLS RED>ساحق التنانين</COL>!",,,,,,,,,,,
db060fc6-0f17-467f-b00f-6f1126c683c7,2192763502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_070_02,"砦レベルは基本的に<COLS RED>モンスターを撃退</COL>したり
<COL RED>気絶や状態異常</COL>にすると上がるから、
なるべく狙っていこうね！","You can <COLS RED>repel monsters</COL> or <COL RED>inflict stun
and other status effects</COL> to increase
the Stronghold Level, so go nuts!","Si tu veux augmenter le niveau de la
Forteresse, <COLS RED>repousse des monstres</COL>,
<COL RED>étourdis-les ou inflige-leur des afflictions</COL> !","Per aumentare il livello della fortezza,
puoi <COLS RED>respingere i mostri</COL> o <COL RED>stordirli e
usare altri effetti di stato</COL>. Scatenati!","Um die Festungsstufe zu erhöhen, kannst du
<COLS RED>Monster abwehren</COL> oder <COL RED>sie betäuben und andere
Statuseffekte zufügen</COL>, also tob dich aus!","Puedes <COLS RED>ahuyentar monstruos</COL> o <COL RED>infligirles
estados alterados como el aturdimiento</COL> para
subir el nivel de la fortaleza. ¡Prueba!","Можно <COLS RED>отгонять монстров</COL> или <COL RED>оглушать
их и накладывать другие статусы</COL>, чтобы
повышать уровень Твердыни. Вперед!","Żeby zwiększyć poziom Twierdzy, możesz
<COLS RED>odpierać potwory</COL> lub <COL RED>ogłuszać je i
wywoływać inne efekty</COL>. Więc wyżyj się!",,,"Você pode <COLS RED>repelir monstros</COL> ou <COL RED>infligir
atordoamento e outros efeitos de status</COL>
pra aumentar o Nível da Fortaleza.","요새 레벨은 <COLS RED>몬스터를 격퇴</COL>하거나
<COL RED>기절 및 상태 이상</COL>을 걸면 오르니까
가능하면 적극적으로 노려 보자!","要塞等級基本上只要<COLS RED>擊退魔物</COL>，
或使其陷入<COL RED>昏厥、狀態異常</COL>就能持續提升，
盡可能達成這些目標吧！","<COLS RED>击退怪物</COL>，或者使怪物陷入
<COL RED>昏厥或状态异常</COL>，要塞等级就会提升，
想方设法来提升要塞等级吧！",,,,,,,,"يمكنك <COLS RED>طرد الوحوش</COL> أو <COL RED>صعقها إلى جانب
تأثيرات الحالة الأخرى</COL> التي ترفع
من مستوى القلعة، لذا أطلق العنان لنفسك!",,,,,,,,,,,
76f5940c-6d79-41bc-aca8-84ac6fb5d1d1,3824226131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_070_03,"<CAM:38>撃龍槍はこのレバーの近くで<ICON PAD_A>で搭乗、
もう一度<ICON PAD_A>を押すと起動できるぞ。","<CAM:38>Press <ICON PAD_A> near this lever to ready the Dragonator,
then press <ICON PAD_A> again to activate it.","<CAM:38>Appuie sur <ICON PAD_A> près de ce levier pour
préparer le Dragonator, et appuie
à nouveau sur <ICON PAD_A> pour l'enclencher.","<CAM:38>Premi <ICON PAD_A> vicino a questa leva
per preparare l'ammazzadraghi,
poi premi <ICON PAD_A> di nuovo per attivarla.","<CAM:38>Drück in der Nähe dieses Hebels <ICON PAD_A>, um den
Drachenspeer vorzubereiten, und dann noch
mal <ICON PAD_A>, um ihn zu aktivieren","<CAM:38>Pulsa <ICON PAD_A> junto a esta palanca para preparar
el matadragones. Luego vuelve a pulsar <ICON PAD_A>
para activarlo.","<CAM:38>Нажми <ICON PAD_A> рядом с этим рычагом, чтобы
приготовить Драконатор, затем нажми <ICON PAD_A>
еще раз, чтобы активировать его.","<CAM:38>Naciśnij <ICON PAD_A> w pobliżu tej dźwigni, aby
przygotować smokonatora, a potem wciśnij
<ICON PAD_A> ponownie, aby go aktywować.",,,"<CAM:38>Aperta <ICON PAD_A> perto dessa alavanca pra
preparar a Draconadora e aperta <ICON PAD_A>
de novo pra ativá-la.","<CAM:38>격룡창은 이 레버 근처에서 <ICON PAD_A>로 탑승해,
다시 한번 <ICON PAD_A>를 누르면 기동시킬 수 있다.","<CAM:38>在這個控制桿的附近按下<ICON PAD_A>即可操控擊龍槍，
再次按下<ICON PAD_A>即可啟動。","<CAM:38>在这个控制杆附近按<ICON PAD_A>搭乘，
再按一次<ICON PAD_A>就可以启动击龙枪了。",,,,,,,,"<CAM:38>اضغط على <ICON PAD_A> بجوار هذه الذراع لتجهيز ساحق
التنانين، ثم اضغط على <ICON PAD_A> مجددًا لتنشيطه.",,,,,,,,,,,
6de0ea27-4c92-4059-ac24-5aca1e55fd5e,1059809072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_070_04,"<CAM:39>撃龍槍が起動すると、
巨大な槍が直線上に飛び出すんだ！
モンスターがいるタイミングで狙おう！","<CAM:39>Once it's activated, a gigantic spear will thrust
straight out! Time your attack so that monsters
are directly in front of it for maximum impact!","<CAM:39>Une fois enclenché, une énorme lance sera
projetée ! Attends que les monstres soient
juste devant pour causer un max de dégâts !","<CAM:39>Una volta attivata, spara un'enorme lancia.
Attacca al momento giusto e i mostri che
vi si trovano davanti subiscono più danni.","<CAM:39>Die Aktivierung löst einen gigantischen Speer
aus! Den größten Schaden erzeugt er, wenn du's
so abpasst, dass Monster direkt davor sind!","<CAM:39>Cuando lo hayas hecho, lanzará una enorme
lanza. Calcula el momento de ataque para que
alcance de lleno al rival y le haga más daño.","<CAM:39>Из него вылетит огромное копье! Чтобы
нанести максимальный урон, стреляй,
когда монстры будут прямо перед орудием!","<CAM:39>Aktywowany smokonator wystrzeli wielką
włócznię! Najlepiej zaatakować wtedy,
gdy potwór jest wprost przed maszyną!",,,"<CAM:39>Assim que ativada, ela dispara uma lança
gigantesca! Programa o ataque pra pegar
os monstros em cheio bem na frente dela.","<CAM:39>격룡창을 기동하면
거대한 창이 직선으로 튀어나오지!
몬스터가 있는 타이밍에 사용하자!","<CAM:39>只要啟動擊龍槍，
就能沿著直線射出巨大的槍！
看準魔物出現的時機後再啟動吧！","<CAM:39>击龙枪启动之后，
会笔直射出巨枪！
抓准有怪物在的时候启动吧！",,,,,,,,"<CAM:39>بمجرد التنشيط، سينطلق رمح عملاق
مباشرة! اضبط هجومك بحيث تكون الوحوش
أمام السلاح مباشرة لإحداث أكبر ضرر!",,,,,,,,,,,
5fedcd9c-3dcd-4e02-a29d-ead8d8937666,55045915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_070_05,"<CAM:37>撃龍槍は強力だけど、
一度使うと、次に使えるようになるまで
しばらく時間がかかってしまう。","<CAM:37>The Dragonator is a gnarly weapon,
but it takes time before you can fire
it again!","<CAM:37>Le Dragonator est une arme ultra cool,
mais ça prend du temps à recharger !","<CAM:37>L'ammazzadraghi è un'arma fenomenale,
ma ci vuole tempo prima di
poterla riutilizzare.","<CAM:37>Der Drachenspeer ist eine krasse Waffe, aber es
dauert, bis du ihn wieder abfeuern kannst!","<CAM:37>El matadragones es una arma impresionante,
pero tendrás que esperar un tiempo entre cada
disparo.","<CAM:37>Драконатор — мощное орудие, но для
повторного выстрела нужно время!","<CAM:37>Smokonator to fajowa broń,
ale chwilę trwa, zanim można
oddać kolejny strzał.",,,"<CAM:37>A Draconadora é uma arma irada, mas
demora pra poder disparar de novo!","<CAM:37>격룡창은 강력하지만, 사용하면
다시 사용할 수 있게 될 때까지
시간이 필요하지.","<CAM:37>雖然擊龍槍的威力很驚人，
但使用一次後需等待一段時間
才能再次使用。","<CAM:37>击龙枪十分强力，
但是用过一次之后，
要过一段时间才能再次使用。",,,,,,,,"<CAM:37>يعد ساحق التنانين سلاحًا فتاكًا،
لكنه يستغرق بعض الوقت قبل الإطلاق
مجددًا!",,,,,,,,,,,
6f6c5545-bd35-4377-99cc-6c523fd616e9,444565543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_070_06,"<CAM:40>そんなとき、この<COLS RED>動力窯</COL>を使えば
待ち時間を短くできるぞ！","<CAM:40>If you don't want to wait, you can use
a <COLS RED>Power Kiln</COL> to speed up the process!","<CAM:40>Si tu veux pas attendre, tu peux toujours
utiliser un <COLS RED>Générateur</COL> pour accélérer
les choses !","<CAM:40>Se non vuoi aspettare, puoi usare un
<COLS RED>forno di potenza</COL> per velocizzare il processo.","<CAM:40>Wenn du nicht warten willst, kannst du den
Vorgang mit 'nem <COLS RED>Kraftofen</COL> beschleunigen!","<CAM:40>Aunque también puedes acelerar el proceso
usando un <COLS RED>horno de carga</COL> si eso de esperar
no va contigo.","<CAM:40>Если не хочешь ждать, используй
<COLS RED>генератор</COL>, чтобы ускорить процесс!","<CAM:40>Jeśli nie chcesz czekać, możesz użyć
<COLS RED>pieca mocy</COL>, żeby przyspieszyć proces!",,,"<CAM:40>Se você não quiser esperar, pode usar um
<COLS RED>Forno de Força</COL> pra acelerar o processo!","<CAM:40>그럴 때, 이 <COLS RED>동력 가마</COL>를 사용하면
대기 시간을 줄일 수 있다!","<CAM:40>在這種情況下，只要使用這個<COLS RED>動力窯</COL>，
就能縮短等待時間喔！","<CAM:40>这种时候，用这个<COLS RED>动力炉</COL>
就可以缩短等待时间！",,,,,,,,"<CAM:40>إذا لم ترغبْ في الانتظار،
يمكنك استخدام <COLS RED>احتراق الطاقة</COL> لتسريع العملية!",,,,,,,,,,,
b24fd2b9-ed33-478d-9e80-8f5a9f23e84c,3285398936,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_070_07,"しかも、破壊された狩猟施設の
修復時間も早めることができるから、
群れが来る前に直しておくといいよ！","They can be used to hasten repair times for
destroyed Installations too. Make sure your
arsenal is fixed before a horde comes!","Ils peuvent aussi servir à accélérer les
réparations des machines détruites. Essaie
de garder un arsenal en bon état !","Puoi usarlo anche per accelerare i tempi di
riparazione degli strumenti distrutti. Devi
avere un arsenale riparato prima dell'orda.","Damit gehen auch die Reparaturen an zerstörten
Anlagen flotter. Geh sicher, dass dein Arsenal in
Schuss ist, bevor eine Horde kommt!","También se pueden usar para reducir el tiempo
necesario para reparar instalaciones.
Tenlas siempre listas antes de una horda.","Еще они ускоряют ремонт разрушенных
установок. Перед приходом стада
не забудь починить свои орудия!","Można ich też używać do przyspieszania
czasu naprawy zniszczonych machin.
Poreperuj wszystko, nim horda nadejdzie!",,,"Eles também aceleram o tempo de reparo de
Instalações destruídas. Tenha seu arsenal
todo consertado antes que uma horda chegue!","게다가, 파괴된 사냥 설비의 수리 시간도
단축할 수 있으니 무리가 오기 전에
수리가 끝날 수 있도록 배치하자!","而且還能加快修復遭到破壞的狩獵設施，
建議你在魔物群來襲前先修好設施！","而且它还能缩短
修复狩猎设备所需的时间，
不妨在怪物群来之前进行修复！",,,,,,,,"إذ يمكن استخدامها لتسريع أوقات الإصلاح
الخاصة بالتجهيزات المدمرة أيضًا.
تأكد من تصليح الترسانة قبل قدوم الحشد!",,,,,,,,,,,
f2db1b6e-528c-40e7-bba5-189b9fdfe934,3046222856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,480,QD_QN000304_nid103_080_00,"<CAM:41>百竜夜行では、カムラの里のツワモノが
救援に駆けつけてくれることがあるぞ！","<CAM:41>Occasionally, a brave warrior of Kamura
will come out to thrash during a Rampage!","<CAM:41>Parfois, un brave guerrier de Kamura
viendra donner une raclée aux monstres
durant la Calamité !","<CAM:41>A volte, durante la furia, vedrai apparire
nella mischia un prode abitante di Kamura.","<CAM:41>Manchmal kommt es vor, dass ein tapferer
Krieger aus Kamura während einer Randale
rauskommt, um ordentlich auszuteilen!","<CAM:41>Habrá ocasiones en las que un guerrero de
Kamura vendrá para ayudar contra el Frenesí.","<CAM:41>Иногда на борьбу с Буйством выходит
отважный герой Камуры!","<CAM:41>Czasem dzielny wojownik z Kamury
wychodzi siać zniszczenie wśród Furii!",,,"<CAM:41>Ocasionalmente, um bravo guerreiro de
Kamura vai aparecer pra arrebentar
durante um Frenesi!","<CAM:41>백룡야행 중에 카무라 마을의 강자가
도와주러 오는 경우도 있다!","<CAM:41>在百龍夜行來襲時，
有時也會有神火村的強者趕來救援喔！","<CAM:41>在百龙夜行中，
有时会有炎火村的强者赶来救援！",,,,,,,,"<CAM:41>في العادة، يخرج محارب كامورا الشجاع
للقتال أثناء الغضب العارم!",,,,,,,,,,,
78160eb2-e61a-4eb1-8bbd-51d4b8e04cb4,404608133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_080_01,"今回は里長が来てくれたようだ！
さあ、ここにある<COLS RED>設置台</COL>から呼ぼう！","Looks like Elder Fugen's showed up
this time! Go ahead and call him
from this <COLS RED>Installation Platform</COL>!","On dirait que cette fois c'est Fugen
l'Ancien qui est venu ! Appelle-le depuis
la <COLS RED>Plateforme d'installation</COL> !","Stavolta è comparso Fugen l'anziano.
Chiamalo da questa <COLS RED>piattaforma per strumenti</COL>!","Diesmal ist der Älteste Fogen aufgetaucht,
wie's aussieht. Ruf ihn von dieser <COLS RED>Anlagen-
plattform</COL> aus!","Parece que Fugen es quien ha venido esta vez.
¡Vamos, llámalo desde esta <COLS RED>plataforma de
instalación</COL>!","А вот и Старейшина Фугэн! Позови его
с этой <COLS RED>платформы установки</COL>!","Tym razem pojawił się Starszy Fugen!
Zawołaj go z <COLS RED>machiny łowieckiej</COL>!",,,"Parece que o Ancião Fugen apareceu dessa
vez! Vai lá, chama ele dessa
<COLS RED>Plataforma de Instalação</COL>!","이번에는 촌장님이 오셨구나!
자, 여기 있는 <COLS RED>설비대</COL>에서 불러 보자!","這次來的似乎是村長！
來吧，在這個<COLS RED>設置台</COL>呼叫村長吧！","这次村长好像来了！
来，用这里的<COLS RED>设置台</COL>叫他吧！",,,,,,,,"يبدو أن المعمّر فيوجين قد ظهر هذه المرة!
<LSNR {تابع التقدم واستدعه} {تابعي التقدم واستدعيه}>
من <COLS RED>منصة التجهيز</COL> هذه!",,,,,,,,,,,
